Voie par ordre alpha des voies,Voie par ordre alpha des noms,Type de voie,Arrt de Lyon (actuel),Arrondissement ou commune d'origine,Validité,Création et modifications,Historique de la voie,Sources,Origine du nom de la voie,Tenant,Aboutissant,Thématiques,Domanialité,Code INSEE,Code FUV,Code FUV actu,Code FANTOIR
Rue Notre-Dame,Notre-Dame (rue),RUE,6e,,Actuelle,,A été dénommée chemin de Notre-Dame.,Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 936W/8213,Tient son nom d'une chapelle qui lui était dédiée.,Rue de la Viabert,Cours Lafayette,Religion,Métropole,69386.0,28462.0,,6903865080U
Rue Nungesser-et-Coli,Nungesser-et-Coli (rue),RUE,8e,3e,Actuelle,Dénommée en 1929.,Fragment de la rue du Quartier-Neuf.,Délibération du Conseil municipal du 11 février 1929. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Las aviateurs Charles-Eugène Nungesser (Paris, 15 mars 1892) et François Coli (Marseille, 5 juin 1881), disparurent dans l'océan en tentant le vol Paris-New-York sans escale, le 8 mai 1927.",Place du Professeur-Joseph-Renaut,Avenue Rockfeller,Aviation/Personnalité,Métropole,69388.0,28887.0,,6903885100G
Rue Octavio-Mey,Octavio-Mey (rue),RUE,5e,,Actuelle,Ouverte en 1863.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Fabricant, mort en 1690, inventeur du lustrage de la soie.",Quai de Bondy,Place Saint-Paul,Textile/Soie/Personnalité,Métropole,69385.0,28330.0,,6903855115L
Rue Omer-Louis,Omer-Louis (rue),RUE,3e,,Actuelle,Dénommée en 1884.,,Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Né à Lyon le 18 juillet 1827, aide du bourreau. Propriétaire d'un terrain cédé pour l'ouverture de la rue.",Avenue Lacassagne,Rue Trarieux,Urbanisme/Histoire locale/Personnalité,Métropole,69383.0,27924.0,,6903835135S
Rue Ornano,Ornano (rue),RUE,1er,,Actuelle,Attestée en 1854.,A été un fragment de la rue Prunelle de 1843 à 1854.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002) et 315W
1C/702106.","Alphonse d'Ornano, maréchal de France, mort à Paris le 21 janvier 1610. Il rallia Lyon à Henri IV à la fin de la Ligue.",Rue de la Tourette,Impasse Flesselles,Histoire militaire/Premier Empire/Personnalité,Métropole,69381.0,27435.0,,6903815155X
Rue Oum-Kalthoum,Oum-Kalthoum (rue),RUE,7e,,Actuelle,Dénommée en 2020.,Nouvelle voie.,Délibération du Conseil municipal du 28 janvier 2020.,"Chanteuse, musicienne et actrice, née et décédée en Égypte en 1898 et 1975.",,,Musique/Cinéma/Égypte/Femme/Personnalité,En attente,69387.0,37208.0,,
Rue Ozanam,Ozanam (rue),RUE,1er,,Actuelle,Dénommée en 1858.,A été dénommée petite rue du Clos-Riondel jusqu'en 1858.,Délibération du Conseil municipal du 30 avril 1858. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Frédéric Ozanam, né à Milan en 1813, mort à Marseille le 8 septembre 1853. Professeur à la Faculté des Lettres de Lyon puis de Paris, fondateur des conférences Saint-Vincent-de-Paul.",Boulevard de la Croix-Rousse,Montée du Lieutenant-Allouche,Enseignement supérieur/Catholicisme social/Personnalité,Métropole,69381.0,27436.0,,6903815160C
Rue Pailleron,Pailleron (rue),RUE,4e,La Croix-Rousse,Actuelle,Dénommée en 1836.,,Délibération du Conseil municipal de la Croix-Rousse du 20 juin 1836. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Du nom des époux Pailleron, qui donnèrent à la ville de la Croix-Rousse le terrain de la rue.",Grande rue de la Croix-Rousse,Rue de Belfort,Urbanisme/Histoire locale/Personnalité/Femme/Couple,Métropole,69384.0,28114.0,,6903845165V
Rue Palais-Grillet,Palais-Grillet (rue),RUE,2e,,Actuelle,Attestée en 1680.,"A été dénommée rue du Puits-Pelu.
A absorbé la rue du Charbon-Blanc en 1854.
Une partie entre la rue Thomassin et la place de la République a été déclassée par le conseil de la COURLY et vendue à la SA Le Printemps en 1988.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
DD/56 bis p. 131-132.
Délibération du conseil de la Communauté urbaine de Lyon du 1er février 1988.",Le palais de la famille Grillet qui a donné son nom à la rue a disparu.,Rue Grenette,Eue Thomassin,Histoire locale/Urbanisme,Métropole,69382.0,27630.0,,6903825185A
Rue Pareille,Pareille (rue),RUE,1er,,Actuelle,Attestée en 1680.,A été dénommée également rue Neyron en 1750.,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
2S/383.
DD/56 bis p. 234-235.",Nom provenant d'une enseigne. La pareille désignait l'oseille.,Quai Saint-Vincent,Rue Bouteille,Commerce/Botanique,Métropole,69381.0,27437.0,,6903815205B
Rue Parmentier,Parmentier (rue),RUE,7e,3e,Actuelle,Créée avant 1854.,"A absorbé la rue Paradis.
Un fragment a changé de dénomination en 1936 : est devenu la rue Professeur-Grignard.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
1C/702106","Antoine-Augustin Parmentier, agronome, né en 1737 à Montdidier, mort le 17 décembre 1813 à Paris.",Place Jean-Macé,Rue Camille-Roy,Agronomie/Personnalité,Métropole,69387.0,28675.0,,6903875215L
Rue Pascal,Pascal (rue),RUE,3e,,Actuelle,Attestée en 1909.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1909.","Blaise Pascal, illustre écrivain et penseur, né le 19 juin 1623 à Clermont, mort le 19 août 1662 à Paris.",Avenue Lacassagne,Avenue Esquirol,Littérature/Philosophie/Sciences et techniques/Personnalité,Métropole,69383.0,27926.0,,6903835225P
Rue Passet,Passet (rue),RUE,7e,La Guillotière,Actuelle,Attestée en 1839.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Plan de la Guillotière, Dignoscyo, 1839.",Nom d'un propriétaire du terrain.,Place Raspail,Rue de Marseille,Urbanisme/Histoire locale/Personnalité,Métropole,69387.0,28676.0,,6903875230C
Rue Pasteur,Pasteur (rue),RUE,7e,3e,Actuelle,Dénommée en 1902 et fractionnée en 1936.,"A été dénommée rue Henri-IV de 1839 à 1848 et de 1849 à 1854
A été dénommée rue Mouton-Duvernet en 1848.
A été dénommée rue de Bearn de 1854 à 1902.
Un fragment de la rue Pasteur à changé de dénomination en 1936 : est devenue la rue du Professeur-Appleton.",Délibération du Conseil municipal du 17 juin 1902. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Louis Pasteur, illustre chimiste et biologiste. Né en 1822 à Dole, mort en 1895 à Marnes-la-Coquette.",Cours Gambetta,Avenue Berthelot,Sciences et techniques/Biologie/Chimie/Vaccination/Personnalité,Métropole,69387.0,28677.0,,6903875235H
Rue Paul-Bert,Paul-Bert (rue),RUE,3e,,Actuelle,Dénommée en 1887.,A été dénommée rue de Chartres er rue du Sacré-Coeur jusqu'en 1887.,Délibération du Conseil municipal du 7 février 1887. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Physiologiste et homme politique, né à Auxerre en 1833, mort à Hanoï en 1886.",Place Gabriel-Péri,Rue Frédéric-Mistral,Sciences et techniques/Physiologie/Politique/Personnalité,Métropole,69383.0,27927.0,,6903835245L
Rue Paul-Borel,Paul-Borel (rue),RUE,2e,,Actuelle,Dénommée en 1922.,Fragment de la rue Jarente.,Délibération du Conseil municipal du 10 avril 1922. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Peintre, né à Lyon le 12 février 1828, il y est mort le 26 janvier 1913.",Quai Tilsitt,Rue Guynemer,Beaux-arts/Peinture/Personnalité,Métropole,69382.0,27631.0,,6903825250W
Rue Paul-Bourde,Paul-Bourde (rue),RUE,3e,,Actuelle,Dénommée en 1930.,Nouvelle rue.,Délibération du Conseil municipal du 8 octobre 1930. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Journaliste, directeur de l'Agriculture en Tunisie où il organisa la culture de l'olivier. Né le 21 mai 1851, mort le 27 novembre 1914 à Paris.",Rue Pascal,Boulevard Pinel,Agriculture/Journalisme/Personnalité,Métropole,69383.0,27928.0,,6903835255X
Rue Paul-Cazeneuve,Paul-Cazeneuve (rue),RUE,8e,,Actuelle,Dénommée en 1935.,A été dénommée chemin de la Combe-Blanche de 1823 à 1935.,"Délibération du Conseil municipal du 29 juillet 1935. 
Rues de Lyon à travers les siècles de Maurice Vanario (2002).","Professeur de chimie organique et de toxicologie à la Faculté de médecine de Lyon. Président du Conseil général en 1901, député en 1908, sénateur en 1909. Né à Lyon le 10 janvier 1852, mort à Paris le 30 mars 1934.",Rue Marius-Berliet,Rue Pierre-Delore,Sciences et techniques/Chimie/Enseignement supérieur/Politique/Personnalité,Métropole,69388.0,28888.0,,6903885265L
Rue Paul-Chenavard,Paul-Chenavard (rue),RUE,1er,,Actuelle,Dénommée en 1895.,A été dénommée rue Saint-Pierre jusqu'en 1895.,Délibération du Conseil municipal du 23 avril 1895. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Peintre lyonnais, bienfaiteur de la Ville de Lyon à laquelle il a légué toute sa fortune. Né à Lyon le 9 décembre 1807, mort à Paris le 12 avril 1895.",Place des Terreaux,Place Saint-Nizier,Beaux-arts/Peinture/Personnalité,Métropole,69381.0,27438.0,,6903815275C
Rue Paul-Duvivier,Paul-Duvivier (rue),RUE,7e,,Actuelle,Dénommée en 1964.,"A été dénommée chemin du Vivier.
A été dénommée rue du Vivier jusqu'en 1964.",Délibération du Conseil municipal du 24 février 1964. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Journaliste, fondateur du Tout-Lyon, né le 19 juillet 1869 à Lyon (2e), mort le 16 avril 1956 à Lyon (3e).",Avenue Berthelot,Route de Vienne,Journalisme/Personnalité,Métropole,69387.0,30235.0,,6903877515L
Rue Pauline-Kergomard,Pauline-Kergomard (rue),RUE,7e,,Actuelle,Dénommée en 2012.,,Délibération du Conseil municipal du 2 juillet 2012.,"Institutrice, elle dirigea la revue l’ami de l’enfance à partir de 1881 promouvant les salles d’asile. En 1879, elle devint déléguée à l’inspection des salles d’asile qui accueillent des jeunes enfants, et qui devinrent les écoles maternelles en 1881. Elle en a occupé l’inspection générale jusqu’en 1917. Elle est honorée comme pionnière des écoles maternelles. Née le 24 avril 1838 à Bordeaux, décédée en 1925 à Saint-Maurice.",Grande rue de la Guillotière,Rue du Béguin,Enseignement primaire/Femme/Personnalité,Métropole,69387.0,36040.0,,6903875250Z
Rue Pauline-Marie-Jaricot,Pauline-Marie-Jaricot (rue),RUE,5e,,Actuelle,Dénommée en 1962.,A été dénommée rue des Quatre-Vents jusqu'en 1962.,Délibération du Conseil municipal du 2 avril 1962. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Fondatrice de la Propagation de la foi et d'autres œuvres sociales. Née à Lyon le 22 juillet 1799, décédée le 9 janvier 1862 à Lyon (5e).",Rue Roger-Radisson,Rue du Cardinal-Gerlier,Social/Religion/Femme/Personnalité,Métropole,69385.0,28331.0,,6903855300M
Rue Paul-Lintier,Paul-Lintier (rue),RUE,2e,,Actuelle,Dénommée en 1916.,A été dénommée rue des Deux-Maisons de 1723 à 1916.,Délibération du Conseil municipal du 17 juillet 1916. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Paul Michel Lintier est écrivain, créateur et rédacteur en chef de ""Lyon Étudiant"". Né à Mayence le 13 mai 1893, tué à Verdun le 15 mars 1916.",Rue du Plat,Place Bellecour,Littérature/1914-1918/Personnalité,Métropole,69382.0,27632.0,,6903825280D
Rue Paul-Massimi,Paul-Massimi (rue),RUE,7e,,Actuelle,Dénommée en 1967.,"A été un fragment du chemin de la Scaronne jusqu'en 1913.
A été dénommée rue Henri-Dor de 1913 à 1967.",Délibération du Conseil municipal du 29 mai 1967. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Industriel, conseiller municipal, député du Rhône. Né à Lyon (3e) le 1er septembre 1885, il y est mort le 21 novembre 1961.",Rue Pierre-Sémard,Rue Croix-Barret,Politique/Personnalité,Métropole,69387.0,28678.0,,6903875200V
Rue Paul-Michel-Perret,Paul-Michel-Perret (rue),RUE,6e,,Actuelle,Attestée en 1897.,,"Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur Fournier de 1897.","Rappelle la fondation créée par madame Perret, née Dupont de Latuillerie qui, en mémoire de son fils, fonda en 1815 l'asile Michel Perret à Longchêne.",Rue Duquesne,Rue Sully,Personnalité,Métropole,69386.0,28463.0,,6903865285S
Rue Paul-Montrochet,Paul-Montrochet (rue),RUE,2e,,Actuelle,Dénommée en 1961.,A été dénommée chemin du Goulet jusqu'en 1961.,Délibération du Conseil municipal du 18 décembre 1961. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Conseiller municipal de 1929 à 1952 et avocat. Né à Lyon (2e) le 17 juin 1882, mort à Lyon (3e) le 13 octobre 1952.",Quai Rambaud,Cours Charlemagne,Politique/Personnalité,Métropole,69382.0,27633.0,,6903825290P
Rue Pelletier,Pelletier (rue),RUE,4e,,Actuelle,Dénommée en 1853.,"A été dénommée rue de la Jacquerie de 1849 à 1853.
A été dénommée sans suite rue Vingtrinier en 1922.",Rues de Lyon à travers les siècles de Maurice Vanario (2002),Nom d'un propriétaire des terrains.,Rue de Cuire,Rue Denfert-Rochereau,Urbanisme/Histoire locale/Personnalité,Métropole,69384.0,28115.0,,6903845330Z
Rue Père-Chevrier,Père-Chevrier (rue),RUE,7e,,Actuelle,Dénommée en 1960.,A été dénommée rue Dumoulin de 1854 à 1960.,Délibération du 7 novembre 1960. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Prêtre, fondateur du Prado. Né à Lyon le 16 avril 1826, mort à Lyon (3e) le 3 octobre 1879. Béatifié le 4 octobre 1986 par le pape Jean-Paul II à Lyon.",Rue Sébastien-Gryphe,Rue Domer,Religion/Personnalité,Métropole,69387.0,28679.0,,6903875345C
Rue Père-Louis-de-Galard,Père-Louis-de-Galard (rue),RUE,9e,,Actuelle,Dénommée en 2008.,Nouvelle voie.,Délibération du Conseil municipal du 20 octobre 2008.,"Fondateur de la paroisse de la Duchère en 1959, archiprêtre à Saint Pothin, il a vécu ses dernières années avec les Petites Soeurs de Pauvres dont il avait été l'aumônier. Né le 28 août 1906 à Marolles-sur-Seine, mort le 3 décembre 2007 à Lyon.",Avenue du Plateau,Rue Denise-Joussot,Religion/Catholicisme social/Personnalité,Privé,69389.0,35636.0,,6903895347W
Rue Pernon,Pernon (rue),RUE,4e,,Actuelle,Dénommée en 1922.,Nouvelle voie.,Délibération du Conseil municipal du 19 juin 1922. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Camille Pernon, fabricant de soieries, né en 1753, mort à Sainte-Foy-lès-Lyon le 14 décembre 1808.",Rue Pillement,Rue Hénon,Textile/Soie/Personnalité,Métropole,69384.0,28116.0,,6903845350W
Rue Perrod,Perrod (rue),RUE,4e,,Actuelle,Attestée en 1865.,A été dénommée rue Perrot de 1838 à 1865.,"Plan 2S/170
Délibération du Conseil Municipal du 2 avril 2012.","Jean-François Perrod, né le 17 avril 1805 à la Croix Rousse, mort à Lyon en 1837 était médecin, chirurgien. C'est lui qui a lancé le projet de l'hôpital de la Croix-Rousse. Il a légué ses immeubles aux hospices pour aider à le construire. 
Le 2 avril 2012, le conseil municipal a décidé de lui associer Pierre-Antoine Perrod, né en 1907 à la Croix Rousse, à l'angle de la place et du boulevard, mort le 7 août 1994. Il a étudié, exercé comme avocat et enseigné le droit à la faculté de Lyon. Il est honoré comme bâtonnier et homme de lettres, académicien à Lyon et docteur ès lettres.",Place des Tapis,Avenue Cabias,Médecine/Chirurgie/Hospices civils de Lyon/Justice/Personnalité,Métropole,69384.0,28117.0,,6903845360G
Rue Pétrequin,Pétrequin (rue),RUE,6e,,Actuelle,Attestée en 1899.,"A absorbé la rue de l'Espérance.
Un fragment a changé de dénomination en 1968 : est devenu la rue des Droits-de-l'Homme.","Rues de Lyon à travers les siècles de Maurice Vanario (2002)
Indicateur de 1899.","Joseph-Pierre Pétrequin, chirurgien major de l'Hôtel-Dieu de 1837 à 1849. Professeur de pathologie chirurgicale et de médecine opératoire (1854-1873). Né le 26 juin 1809 à Villeurbanne, mort le 2 juin 1876 à Fontaines-sur-Saône.",Rue Curtelin,Rue de la Gaîté,Médecine/Chirurgie/Hospices civils de Lyon/Personnalité,Métropole,69386.0,28464.0,,6903865400S
Rue Pétrus-Sambardier,Pétrus-Sambardier (rue),RUE,4e,,Actuelle,Dénommée en 1961.,,Délibération du Conseil municipal du 18 décembre 1961. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Journaliste, né à Régnié-en-Beaujolais en 1875, mort à Lyon (1er) le 5 février 1938.",Rue Hénon,Rue Louis-Pize,Journalisme/Personnalité,Métropole,69384.0,28118.0,,6903845405F
Rue Philibert-Delorme,Philibert-Delorme (rue),RUE,1er,,Actuelle,Dénommée en 1829.,,Délibération du Conseil municipal du 18 juin 1829. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Architecte de François Ier, auteur de la célèbre galerie du 8 rue Juiverie. Né vers 1510, mort en 1570.",Rue des Fantasques,Rue Magneval,Architecture/Personnalité,Métropole,69381.0,27440.0,,6903815415E
Rue Philibert-Roussy,Philibert-Roussy (rue),RUE,4e,,Actuelle,Dénommée en 1870.,Nouvelle voie.,Délibération du Conseil municipal du 4 mars 1870. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Fabricant de soieries, perfectionna la fabrication des étoffes façonnées et inventa un frein pour wagons. Né à Saint-Amour le 10 messidor an IV (28 juin 1796), mort à Lyon (3e) le 18 mai 1863.",Boulevard de la Croix-Rousse,Rue Jacquard,Textile/Soie/Personnalité,Métropole,69384.0,28125.0,,6903846160B
Rue Philippe-de-Lassalle,Philippe-de-Lassalle (rue),RUE,4e,,Actuelle,Dénommée en 1909.,"A été dénommée chemin de Garenjart en 1349.
A été dénommée rue Saint-Pothin jusqu'en 1909.",Délibération du Conseil municipal du 9 août 1909. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Décorateur d'étoffes, dessinateur et mécanicien, né à Seyssel le 23 septembre 1723, décédé à Lyon 5Nord) le 27 février 1804.",Boulevard de la Croix-Rousse,Rue Hermann-Sabran,Textile/Soie/Personnalité,Métropole,69384.0,28119.0,,6903845420X
Rue Philippe-Fabia,Philippe-Fabia (rue),RUE,8e,,Actuelle,Dénommée en 1957.,Nouvelle voie.,Délibération du Conseil municipal du 25 mars 1957. Rues de Lyon à travers les siècles de Maurice Vanario (2002),"Professeur à la Faculté de lettres, archéologue. Né le 15 septembre 1860 à Boucoiran, mort le 31 décembre 1938 à Lyon (7e).",Rue du Professeur-Beauvisage,Rue Stéphane-Coignet,Archéologie/Enseignement supérieur/Personnalité,Métropole,69388.0,28899.0,,6903885425K
